
Traditional Range Search 
1073446 729.22 328.78 
1073436 729.22 334.49 
1073367 729.31 326.74 
1073382 729.31 323.69 
1073420 729.31 334.69 
1073448 729.31 328.58 
1073363 729.40 326.95 
1073362 729.40 326.74 
1073383 729.40 324.30 
1073384 729.50 323.89 
1073455 729.50 327.97 
1073437 729.59 334.28 
1073454 729.68 327.97 
1073385 729.77 324.50 
1073364 729.86 326.74 
1073438 729.86 333.27 
1073365 729.86 326.95 
1073478 730.05 327.97 
1073453 730.14 327.97 
1073386 730.23 323.89 
1073452 730.23 327.35 
1073456 730.32 327.97 
1073450 730.42 327.15 
1073387 730.42 323.89 
1073366 730.42 324.70 
1073451 730.42 327.56 
1073439 730.42 330.21 
1073368 730.51 326.74 
1073465 730.51 327.56 
1073458 730.51 328.17 
1073457 730.51 327.97 
1073459 730.60 327.35 
1073466 730.60 327.76 
1073479 730.69 326.95 
1073369 731.06 326.95 
1073460 731.06 327.76 
1073374 731.15 325.32 
1073371 731.15 325.32 
1073464 731.15 327.97 
1073461 731.24 327.56 
1073463 731.34 327.56 
1073372 731.34 325.11 
1073462 731.34 327.56 
1073373 731.34 325.11 
1073370 731.43 326.95 
1073376 731.89 325.32 
1073377 732.07 325.32 
1073470 732.07 327.76 
1073468 732.07 327.56 
1073469 732.07 327.56 
1073472 732.07 327.76 
1073474 732.07 327.76 
1073471 732.07 327.76 
1073475 732.07 327.97 
1073473 732.07 327.97 
1073476 732.25 327.35 
1073467 732.35 327.35 
1073375 732.53 326.54 
1073378 732.62 324.70 
1073477 732.81 328.37 
1010811 732.99 325.52 
1012403 733.08 327.35 
1010813 733.17 323.69 
1010812 733.17 324.91 
1012356 733.27 326.13 
1012400 733.36 329.39 
1011878 733.54 333.27 
1010814 733.63 324.09 
1012402 733.73 327.76 
1012357 733.73 326.95 
1012401 733.73 327.76 
1012358 734.00 326.34 
1011881 734.19 332.25 
1012405 734.19 328.37 
1012394 734.28 331.02 
1011887 734.28 332.04 
1011886 734.28 332.04 
1012404 734.28 328.17 
1012359 734.37 326.74 
1011880 734.37 333.27 
1012395 734.46 330.21 
1012398 734.46 330.62 
1012397 734.46 330.62 
1012363 734.55 325.52 
1012366 734.55 326.95 
1012362 734.65 325.93 
1012406 734.65 327.35 
1012361 734.65 325.93 
1011882 734.74 332.86 
1011884 734.74 332.45 
1012364 734.74 325.11 
1011888 734.74 331.02 
1011879 734.74 333.06 
1011883 734.83 332.45 
1011889 734.83 331.63 
1012365 734.92 325.11 
1012360 735.01 325.93 
1012396 735.01 330.21 
1012370 735.10 326.54 
1012371 735.10 326.95 
1012408 735.20 327.35 
1012368 735.66 325.52 
1012372 735.75 326.95 
1012382 735.84 324.09 
1012374 735.84 325.72 
1012407 735.84 328.37 
1012375 735.93 326.54 
1012369 735.93 326.34 
1012373 736.02 326.74 
1073661 721.59 387.69 
1033119 721.96 394.62 
1033469 722.14 397.27 
1033473 722.14 401.14 
1033124 722.14 390.75 
1033125 722.14 390.34 
1073662 722.42 386.06 
1033476 722.69 403.18 
1033121 722.78 394.62 
1033477 722.97 400.12 
1033470 722.97 398.29 
1033120 723.24 395.64 
1033474 723.34 402.16 
1033475 723.34 402.77 
1073663 723.61 387.69 
1033136 723.80 398.08 
1033137 723.80 398.08 
1072762 724.26 385.85 
1073664 724.26 387.48 
1033145 724.53 399.51 
1033144 724.53 400.53 
1033135 724.71 396.25 
1032950 724.71 394.62 
1072764 724.90 387.89 
1033139 724.90 397.88 
1032954 724.90 393.40 
1033141 725.17 402.57 
1033146 725.27 400.53 
1032960 725.27 389.32 
1032952 725.27 395.03 
1032951 725.36 395.03 
1072763 725.54 385.85 
1032953 725.63 395.43 
1033138 725.73 398.08 
1032957 725.91 392.78 
1032955 726.00 393.40 
1033140 726.09 397.06 
1032958 726.19 392.17 
1032456 726.37 403.38 
1032455 726.37 403.38 
1033143 726.55 400.94 
1033142 726.65 401.75 
1032956 726.74 395.03 
1032959 727.01 390.95 
1072778 727.29 385.65 
1072780 727.29 385.65 
1072781 727.29 385.65 
1072777 727.29 385.65 
1072779 727.29 385.65 
1032481 727.57 402.77 
1032559 727.66 393.40 
1032644 727.84 397.27 
1072765 727.84 386.67 
1032560 727.93 392.78 
1032646 727.93 395.43 
1032645 728.03 395.43 
1032649 728.03 395.43 
1032561 728.03 390.34 
1032648 728.03 395.43 
1032647 728.03 395.43 
1032565 728.21 391.77 
1032654 728.30 398.70 
1073758 728.30 385.65 
1073752 728.39 387.69 
1032575 728.58 388.91 
1032667 728.58 396.25 
1032574 728.58 388.91 
1032665 728.67 397.47 
1032564 728.67 391.97 
1032671 728.76 395.64 
1032652 728.76 400.53 
1032653 728.76 400.53 
1032672 728.76 395.64 
1032571 728.85 388.91 
1032664 728.85 398.08 
1032488 728.85 404.40 
1032666 729.04 397.27 
1032573 729.22 389.12 
1032572 729.22 389.32 
1073775 729.31 386.47 
1032517 729.40 402.98 
1032579 729.59 391.77 
1032580 729.59 391.77 
1032562 729.59 388.10 
1032668 729.68 397.06 
1073753 729.77 385.85 
1073754 729.86 387.89 
1032577 729.86 388.91 
1032670 730.23 398.08 
1032567 730.23 392.17 
1032566 730.42 390.95 
1032576 730.42 389.73 
1032669 730.51 395.84 
1032563 730.51 393.60 
1032650 730.51 401.75 
1073764 730.78 385.65 
1073763 730.78 385.65 
1032661 730.88 399.31 
1032662 730.88 398.90 
1032659 730.88 399.31 
1032568 730.88 391.77 
1032569 730.88 391.56 
1032660 730.88 399.31 
1032520 730.88 402.57 
1032578 730.88 389.93 
1032675 730.97 396.25 
1032658 730.97 399.31 
1032519 731.06 402.57 
1073757 731.15 386.47 
1073756 731.15 386.47 
1032655 731.24 399.51 
1032515 731.34 404.00 
1073755 731.43 387.28 
1032663 731.43 400.53 
1032570 731.52 392.78 
1032656 731.52 399.51 
1032657 731.52 399.51 
1032651 731.61 401.35 
1032518 731.61 403.18 
1032673 731.61 395.23 
1032521 731.61 403.18 
1032674 731.70 395.23 
1047995 731.79 393.80 
1048764 731.79 385.85 
1048002 731.79 393.80 
1046526 731.89 397.88 
1046492 731.89 401.14 
1048020 732.25 390.34 
1048763 732.25 387.48 
1048806 732.25 387.69 
1049931 732.35 401.96 
1048761 732.44 387.89 
1048019 732.53 394.42 
1048808 732.53 386.06 
1047994 732.53 394.42 
1048766 732.53 386.26 
1048765 732.62 386.26 
1048762 732.62 387.28 
1046528 732.62 399.51 
1046527 732.71 399.51 
1048807 732.71 388.30 
1049932 732.81 402.16 
1046530 732.81 395.84 
1046529 732.81 395.84 
1048771 732.90 387.48 
1046494 732.90 400.94 
1047996 732.90 394.42 
1048767 732.99 387.69 
1048017 733.17 392.58 
1048018 733.17 392.78 
1046496 733.27 400.53 
1048770 733.36 387.28 
1046495 733.36 400.53 
1046497 733.36 399.92 
1048773 733.36 386.67 
1048769 733.45 388.10 
1048768 733.54 387.69 
1046508 733.63 397.06 
1046498 733.63 398.70 
1048774 733.73 385.65 
1046499 733.73 398.70 
1049933 733.82 402.98 
1048012 733.91 389.32 
1048011 733.91 389.93 
1048772 733.91 387.08 
1048001 734.00 390.95 
1049934 734.00 402.16 
1048003 734.00 392.78 
1049927 734.00 403.79 
1049935 734.00 401.75 
1046511 734.09 397.47 
1046512 734.19 396.25 
1047998 734.28 393.40 
1048775 734.46 387.08 
1049925 734.55 403.59 
1049926 734.55 403.59 
1048799 734.65 388.91 
1046500 734.74 400.12 
1047997 734.74 394.21 
1046523 734.74 398.29 
1046520 734.83 398.29 
1046521 734.83 398.29 
1046516 734.83 398.49 
1046517 734.83 398.29 
1046524 734.83 398.08 
1046522 734.83 398.29 
1046519 734.83 398.29 
1046515 734.83 398.49 
1046509 734.92 398.08 
1046518 734.92 398.29 
1046510 734.92 397.27 
1048000 734.92 390.75 
1046525 734.92 398.29 
1048010 735.01 389.73 
1048009 735.01 390.13 
1046502 735.10 399.92 
1048005 735.29 392.38 
1046504 735.29 398.29 
1048802 735.29 388.71 
1048004 735.38 391.56 
1048013 735.38 390.13 
1047999 735.38 394.82 
1048014 735.47 389.32 
1048801 735.47 388.71 
1046503 735.47 399.31 
1046514 735.56 396.25 
1048804 735.56 385.65 
1048006 735.56 392.78 
1048805 735.66 385.65 
1048803 735.66 387.08 
1049936 735.75 401.96 
1049937 735.75 402.98 
1073988 721.50 377.90 
1073668 722.14 382.19 
1073995 722.32 375.25 
1073989 722.32 376.27 
1073996 722.69 374.03 
1073991 722.69 375.46 
1073665 722.88 385.45 
1073982 723.15 379.54 
1073983 723.15 379.13 
1073990 723.34 376.68 
1073669 723.43 381.98 
1074157 723.43 369.34 
1073993 723.70 375.87 
1073992 723.70 376.68 
1073994 723.80 375.87 
1073997 723.80 374.44 
1073666 723.89 383.61 
1073671 723.89 380.55 
1073670 723.98 381.37 
1073998 724.07 370.77 
1073667 724.07 384.43 
1073556 724.35 373.42 
1073555 724.53 374.44 
1073546 724.62 377.29 
1073547 724.62 375.87 
1073549 724.81 376.68 
1073579 724.81 369.96 
1073580 724.81 369.96 
1073984 724.90 378.52 
1073548 724.90 376.68 
1072768 724.99 381.78 
1073585 725.08 371.79 
1073559 725.17 374.24 
1073558 725.27 373.62 
1073567 725.27 370.57 
1072775 725.36 378.72 
1073560 725.36 373.42 
1073557 725.36 373.62 
1072769 725.63 381.78 
1072774 725.73 380.35 
1073561 725.91 375.25 
1073571 725.91 370.77 
1072770 726.00 381.78 
1073582 726.00 369.55 
1073575 726.09 370.36 
1073570 726.19 371.79 
1073569 726.28 371.79 
1073564 726.46 373.01 
1073581 726.46 369.55 
1073562 726.46 374.24 
1073574 726.46 370.57 
1072771 726.46 381.37 
1073551 726.65 377.09 
1073552 726.65 375.66 
1073568 726.74 371.79 
1073584 726.74 373.83 
1073583 726.74 373.83 
1072767 726.83 384.02 
1073550 726.83 377.50 
1073563 726.83 373.83 
1072766 726.92 383.82 
1073572 726.92 371.18 
1073573 727.01 371.18 
1073566 727.11 373.62 
1072772 727.11 382.19 
1072776 727.11 378.72 
1072624 727.29 369.34 
1073576 727.29 372.20 
1073565 727.29 374.44 
1072623 727.29 369.55 
1073553 727.29 377.90 
1073577 727.47 371.79 
1073554 727.66 376.27 
1072773 727.84 381.98 
1073578 727.84 371.79 
1072863 728.21 374.24 
1072633 728.21 370.16 
1072895 728.21 374.24 
1072837 728.30 378.52 
1072839 728.39 379.94 
1072635 728.39 369.34 
1072838 728.48 379.94 
1072880 728.48 371.99 
1072881 728.76 371.59 
1072879 728.76 371.99 
1072878 728.76 371.99 
1072632 728.85 370.57 
1072876 728.85 372.20 
1073759 728.85 384.02 
1072636 728.85 369.75 
1072875 728.94 371.99 
1073760 728.94 383.20 
1072631 728.94 370.57 
1072630 729.13 370.97 
1072864 729.13 374.24 
1072849 729.13 376.89 
1072848 729.22 375.87 
1072850 729.22 377.50 
1072877 729.31 371.99 
1072841 729.31 379.94 
1072856 729.31 375.87 
1072885 729.31 371.99 
1073770 729.40 381.78 
1072886 729.50 372.81 
1072640 729.50 369.55 
1072883 729.50 371.18 
1072884 729.50 371.99 
1072867 729.59 373.01 
1072866 729.68 374.64 
1073771 729.68 383.20 
1072834 729.77 381.17 
1072835 729.86 380.76 
1072890 729.86 371.99 
1072854 729.86 376.27 
1072842 729.96 380.35 
1072887 729.96 371.99 
1072888 729.96 371.99 
1072852 729.96 376.48 
1072853 729.96 376.27 
1072843 729.96 378.11 
1072889 729.96 371.99 
1072857 730.05 376.68 
1072855 730.05 376.48 
1072865 730.05 374.85 
1073761 730.14 385.24 
1072882 730.14 371.99 
1072851 730.14 376.48 
1072840 730.14 378.11 
1073762 730.23 384.43 
1072279 730.32 369.96 
1072871 730.51 374.03 
1072862 730.60 377.90 
1072872 730.69 375.25 
1073773 730.78 381.37 
1072847 730.78 378.72 
1073774 730.88 383.00 
1072870 730.97 373.42 
1072869 730.97 373.22 
1072899 730.97 373.22 
1072896 730.97 376.07 
1073766 730.97 384.63 
1072874 731.06 373.22 
1072861 731.06 376.07 
1072836 731.15 380.76 
1072873 731.15 373.22 
1073767 731.15 383.61 
1073765 731.24 385.45 
1072278 731.24 370.97 
1073768 731.24 383.82 
1072859 731.24 377.70 
1072845 731.34 378.52 
1073772 731.34 382.59 
1072844 731.43 379.54 
1072858 731.43 377.70 
1072868 731.43 374.24 
1072846 731.43 380.35 
1072892 731.43 372.20 
1072891 731.43 372.40 
1072860 731.52 375.87 
1073769 731.52 384.02 
1072897 731.61 373.83 
1072894 731.61 371.38 
1072893 731.61 371.79 
1072898 731.70 373.42 
1048326 731.70 381.37 
1008164 731.79 375.87 
1072284 731.79 369.55 
1072285 731.89 369.96 
1008167 731.89 376.07 
1048354 731.89 380.15 
1008168 731.89 376.07 
1048324 731.98 380.96 
1072286 732.07 369.96 
1048781 732.07 384.22 
1048325 732.07 381.17 
1048783 732.16 384.02 
1048327 732.16 381.78 
1008169 732.16 375.05 
1008170 732.16 373.01 
1008165 732.16 375.87 
1008185 732.16 371.38 
1048352 732.16 378.52 
1048782 732.16 383.82 
1048356 732.25 378.92 
1008184 732.25 371.59 
1008190 732.35 371.59 
1008178 732.35 371.38 
1048355 732.35 378.31 
1008188 732.35 371.59 
1008180 732.35 371.38 
1048784 732.35 383.61 
1008183 732.35 371.59 
1008191 732.35 371.38 
1048323 732.35 380.96 
1008182 732.35 371.59 
1008197 732.44 371.18 
1008166 732.44 377.90 
1008187 732.44 371.59 
1008189 732.44 371.59 
1008177 732.44 371.38 
1012790 732.44 369.55 
1008181 732.44 371.59 
1008171 732.44 373.42 
1048351 732.44 379.13 
1008179 732.44 370.97 
1008174 732.53 371.38 
1008173 732.53 371.38 
1048322 732.53 381.78 
1008176 732.53 371.38 
1008172 732.53 371.38 
1008175 732.53 371.38 
1008192 732.53 371.79 
1008195 732.71 370.16 
1073601 721.59 364.66 
1073486 721.59 356.50 
1073519 721.59 357.73 
1073603 721.68 363.43 
1073617 721.77 361.60 
1073618 721.96 362.01 
1073607 721.96 364.25 
1073608 722.05 364.25 
1073652 722.14 360.78 
1073653 722.14 360.58 
1073487 722.14 356.50 
1073488 722.14 355.08 
1073497 722.23 354.87 
1073485 722.23 357.11 
1073498 722.23 354.87 
1073606 722.23 363.02 
1073651 722.23 358.74 
1073496 722.23 354.87 
1073619 722.23 362.41 
1073520 722.42 357.73 
1073525 722.42 356.09 
1074155 722.51 369.34 
1073620 722.69 362.62 
1073621 722.78 362.62 
1074156 722.78 367.92 
1073490 722.97 355.89 
1073491 723.15 355.69 
1073489 723.43 357.11 
1073609 723.52 363.02 
1074147 723.70 367.31 
1073610 723.80 363.43 
1073611 723.98 363.02 
1074152 724.07 364.25 
1074149 724.07 365.27 
1073627 724.07 362.21 
1073626 724.16 362.62 
1074150 724.16 365.27 
1073644 724.16 359.76 
1073642 724.26 359.97 
1073522 724.26 358.34 
1073622 724.26 360.99 
1073643 724.35 359.36 
1073645 724.35 360.17 
1073625 724.44 362.01 
1073612 724.44 362.82 
1073492 724.53 356.91 
1074151 724.62 364.25 
1073650 724.62 362.01 
1073639 724.71 361.80 
1073636 724.71 362.01 
1073623 724.71 361.19 
1073649 724.71 362.01 
1073635 724.71 362.01 
1073637 724.71 362.01 
1073628 724.71 362.01 
1073521 724.71 358.34 
1073624 724.71 361.80 
1073638 724.81 362.01 
1073614 724.81 363.43 
1073647 724.90 359.76 
1074153 724.99 365.27 
1073633 724.99 362.21 
1073646 724.99 359.36 
1073634 725.08 362.21 
1074154 725.08 364.25 
1073631 725.08 362.62 
1073632 725.08 362.21 
1073629 725.17 362.41 
1073630 725.17 362.62 
1073641 725.36 360.99 
1074158 725.45 367.92 
1073648 725.54 359.97 
1074148 725.54 366.29 
1073640 725.73 361.60 
1072608 725.82 366.08 
1073613 725.82 363.64 
1073598 725.82 357.52 
1073616 725.91 363.64 
1073654 726.00 363.43 
1072611 726.28 367.31 
1072691 726.37 368.53 
1072618 726.37 365.27 
1072609 726.46 367.71 
1072613 726.46 366.29 
1073615 726.55 363.84 
1072610 726.74 367.51 
1072612 726.83 366.49 
1073599 726.92 355.48 
1072625 727.01 368.53 
1072616 727.11 366.49 
1072626 727.20 368.73 
1072627 727.20 369.14 
1072614 727.29 367.71 
1073600 727.29 356.30 
1072621 727.29 363.84 
1074077 727.47 359.76 
1072617 727.57 366.08 
1072628 727.66 367.92 
1072622 727.66 364.25 
1074055 727.75 357.52 
1072615 727.75 367.10 
1072620 727.75 364.66 
1072629 727.84 367.92 
1074056 727.93 356.91 
1074057 727.93 357.11 
1072619 728.03 365.27 
1074061 728.21 359.76 
1072651 728.30 365.88 
1072650 728.30 366.08 
1072680 728.39 364.04 
1072667 728.39 366.08 
1072665 728.39 366.08 
1072668 728.39 366.08 
1072670 728.39 365.88 
1072671 728.39 365.88 
1072672 728.39 366.08 
1074064 728.39 357.73 
1074063 728.39 357.73 
1074060 728.39 359.36 
1072666 728.39 366.08 
1074066 728.39 357.73 
1072673 728.39 366.08 
1072669 728.39 366.08 
1072648 728.39 366.49 
1072656 728.39 366.29 
1072653 728.39 366.29 
1072674 728.39 366.29 
1072652 728.39 365.47 
1072657 728.39 366.29 
1072663 728.39 366.08 
1072649 728.48 366.49 
1072664 728.48 366.08 
1072662 728.48 366.08 
1072661 728.48 366.08 
1072681 728.48 363.84 
1072659 728.48 366.08 
1072655 728.48 366.29 
1072660 728.48 366.08 
1072639 728.48 367.92 
1072654 728.48 366.29 
1074065 728.48 357.73 
1072658 728.58 366.08 
1072634 728.58 369.34 
1072641 728.58 367.31 
1072647 728.67 365.47 
1072683 728.85 363.43 
1074062 728.85 359.97 
1072689 728.94 361.80 
1072644 728.94 366.08 
1072638 729.04 368.53 
1072645 729.13 365.47 
1072646 729.13 365.47 
1072637 729.13 368.94 
1072682 729.22 364.25 
1072642 729.22 366.49 
1072678 729.31 366.29 
1072643 729.31 366.29 
1072677 729.31 366.29 
1072679 729.40 366.29 
1072675 729.40 367.10 
1072676 729.50 367.10 
1072688 729.50 363.23 
1074068 729.50 358.34 
1072685 729.59 364.45 
1072684 729.59 364.66 
1072690 729.68 362.21 
1072687 729.77 363.02 
1072686 729.77 363.02 
1074067 730.05 358.34 
1072287 730.23 367.10 
1074069 730.23 357.73 
1072289 730.23 365.88 
1072305 730.23 364.04 
1072288 730.32 367.10 
1072323 730.42 362.01 
1072296 730.51 365.27 
1072324 730.60 362.62 
1072282 730.69 368.32 
1072311 730.69 362.82 
1072329 730.78 361.19 
1072310 730.78 362.82 
1072295 730.88 366.08 
1072308 730.88 364.04 
1072306 730.88 365.06 
1072307 730.88 364.66 
1072290 730.97 366.90 
1072328 731.15 361.19 
1072280 731.15 369.34 
1072326 731.24 361.80 
1072292 731.24 367.31 
1072309 731.43 363.43 
1072325 731.43 362.62 
1072294 731.52 365.67 
1072293 731.52 365.47 
1072281 731.52 368.53 
1072291 731.61 367.31 
1072327 731.61 360.78 
1072314 731.61 364.25 
1072321 731.70 364.66 
1072315 731.70 363.64 
1074073 731.70 358.13 
1072322 731.70 364.45 
1074058 731.79 355.69 
1072297 731.79 367.71 
1072312 731.79 365.27 
1072330 731.89 362.41 
1072320 731.89 363.02 
1072298 731.98 367.51 
1072316 731.98 363.43 
1072283 731.98 368.53 
1072299 732.07 367.71 
1072331 732.07 362.01 
1093394 721.68 321.65 
1092883 721.68 312.07 
1093411 721.68 319.40 
1093412 721.68 319.40 
1092884 721.77 311.86 
1093413 721.77 319.40 
1093395 721.96 321.65 
1092882 722.05 312.07 
1093365 722.23 322.05 
1093396 722.23 321.04 
1092898 722.23 310.84 
1092887 722.51 312.27 
1093414 722.51 318.18 
1092902 722.51 311.66 
1092901 722.51 311.25 
1091789 722.78 315.74 
1093428 722.78 316.55 
1092886 722.78 312.27 
1091788 722.78 315.74 
1093415 722.88 317.16 
1092888 722.97 312.27 
1092885 722.97 313.29 
1092967 722.97 313.29 
1093370 723.15 323.48 
1092906 723.24 310.84 
1092907 723.24 311.66 
1091786 723.24 315.53 
1092905 723.24 310.64 
1093397 723.34 321.44 
1093371 723.34 323.28 
1093372 723.34 323.07 
1093373 723.34 323.28 
1093374 723.43 323.48 
1091787 723.43 314.72 
1093416 723.52 317.37 
1093388 723.61 322.87 
1093398 723.61 320.83 
1093432 723.70 316.76 
1092909 723.70 311.46 
1092910 723.70 311.46 
1093431 723.80 316.76 
1093430 723.80 315.94 
1092908 723.80 311.46 
1093384 723.89 323.48 
1092892 723.89 312.88 
1093402 723.89 320.22 
1092893 723.98 311.86 
1093401 723.98 320.42 
1093421 724.16 317.37 
1093420 724.16 318.18 
1093399 724.26 321.65 
1091790 724.26 314.92 
1093400 724.35 320.22 
1092889 724.44 313.49 
1093417 724.53 318.39 
1092890 724.53 313.49 
1092891 724.53 313.49 
1093403 724.53 320.22 
1093418 724.53 318.39 
1093419 724.62 318.39 
1093386 724.62 322.67 
1093429 724.62 316.35 
1093387 724.71 322.67 
1093423 724.71 317.16 
1093389 724.90 323.48 
1093433 724.90 315.33 
1093422 724.99 317.57 
1093404 725.17 321.24 
1093390 725.27 323.07 
1093427 725.27 317.37 
1093426 725.27 317.37 
1093424 725.27 317.37 
1093425 725.27 317.37 
1092227 725.36 313.29 
1094793 725.36 316.14 
1094759 725.63 323.07 
1094770 725.63 320.02 
1094771 725.73 319.81 
1094769 725.82 320.22 
1094768 725.82 320.22 
1094785 725.82 317.98 
1092244 725.91 311.25 
1094788 725.91 317.77 
1094762 725.91 323.07 
1092230 725.91 313.49 
1092232 725.91 312.47 
1092229 726.00 313.70 
1094773 726.09 321.04 
1094802 726.09 316.35 
1094772 726.09 321.04 
1092241 726.19 310.64 
1094800 726.19 315.94 
1094799 726.19 315.94 
1094801 726.19 315.94 
1094774 726.19 320.63 
1094787 726.19 317.77 
1094763 726.28 323.28 
1092243 726.46 311.05 
1094795 726.55 316.35 
1094796 726.55 315.33 
1094798 726.55 315.33 
1094797 726.65 315.12 
1094775 726.65 320.02 
1094776 726.65 320.02 
1094777 726.74 320.22 
1094786 726.74 318.18 
1092228 726.83 313.29 
1094794 726.83 316.55 
1092231 727.01 312.07 
1094789 727.11 319.20 
1094792 727.20 317.77 
1095583 727.20 313.90 
1095591 727.29 311.05 
1094784 727.29 320.22 
1094790 727.29 317.57 
1095584 727.29 313.90 
1094766 727.38 322.26 
1094778 727.38 321.24 
1094765 727.38 322.05 
1094783 727.38 320.42 
1095590 727.57 311.25 
1094803 727.66 316.14 
1094804 727.66 315.53 
1094782 727.66 320.83 
1094791 727.75 317.98 
1095579 727.75 312.07 
1094779 727.93 321.85 
1095587 728.03 310.64 
1095580 728.03 312.68 
1094781 728.03 320.02 
1095582 728.12 313.90 
1094780 728.12 320.63 
1095581 728.12 312.68 
1095592 728.12 311.05 
1094805 728.21 323.28 
1095617 728.21 311.66 
1095618 728.21 311.66 
1094819 728.21 318.59 
1095616 728.21 311.66 
1094807 728.30 322.26 
1094811 728.30 320.02 
1094820 728.39 318.39 
1095602 728.39 312.27 
1094808 728.48 321.24 
1095599 728.58 313.70 
1095615 728.58 310.64 
1094806 728.67 322.46 
1095603 728.67 311.86 
1094812 728.67 320.02 
1095600 728.67 313.90 
1095619 728.67 311.25 
1094818 728.76 319.40 
1095601 728.76 312.68 
1094813 728.85 320.02 
1094810 728.85 321.04 
1095620 729.04 311.05 
1094809 729.04 321.85 
1095604 729.04 311.86 
1095621 729.13 311.25 
1095605 729.13 311.86 
1094817 729.13 319.40 
1094827 729.22 316.35 
1094828 729.22 316.35 
1073381 729.31 323.07 
1073389 729.31 322.46 
1094825 729.40 316.96 
1094822 729.40 319.40 
1094824 729.40 318.18 
1094814 729.50 320.22 
1095606 729.50 312.27 
1094826 729.59 317.57 
1073390 729.59 322.46 
1094830 729.59 316.55 
1095628 729.68 311.46 
1073388 729.77 323.07 
1094815 729.96 319.61 
1094821 730.05 319.20 
1073391 730.05 322.26 
1094816 730.14 319.40 
1094140 730.23 311.25 
1094832 730.32 314.31 
1094823 730.42 318.39 
1094138 730.42 311.86 
1094831 730.42 315.74 
1094139 730.42 311.86 
1094829 730.42 315.74 
1073392 730.60 323.69 
1073395 730.69 322.87 
1090915 730.69 313.90 
1073399 730.69 323.48 
1073396 730.69 322.05 
1090881 730.78 316.55 
1073403 730.78 321.44 
1090859 730.78 317.37 
1073394 730.88 323.48 
1090882 730.88 315.53 
1073404 730.97 321.24 
1090883 731.06 316.35 
1073393 731.06 323.69 
1090860 731.15 319.00 
1090857 731.15 317.16 
1073397 731.15 322.26 
1090856 731.15 319.00 
1090852 731.15 319.61 
1090854 731.15 319.61 
1090858 731.24 317.16 
1073398 731.24 322.26 
1094143 731.24 311.05 
1090853 731.34 319.81 
1090855 731.43 317.98 
1090880 731.52 316.14 
1091187 731.52 310.84 
1091186 731.61 311.46 
1095964 721.50 298.21 
1095912 721.50 293.52 
1092762 721.59 291.28 
1095891 721.59 295.56 
1092747 721.59 293.11 
1095895 721.68 295.35 
1095896 721.68 295.35 
1092783 721.96 288.63 
1095965 721.96 298.82 
1092746 721.96 292.30 
1095894 722.05 294.94 
1092763 722.14 291.07 
1095942 722.14 299.02 
1095941 722.14 299.02 
1095892 722.14 296.17 
1095967 722.23 297.80 
1095898 722.23 294.33 
1095893 722.23 295.76 
1095966 722.23 297.80 
1096414 722.32 302.49 
1095944 722.51 299.23 
1095943 722.51 299.63 
1095913 722.60 293.93 
1095902 722.60 295.15 
1095908 722.60 295.15 
1096439 722.60 301.47 
1095914 722.60 293.93 
1095457 722.69 300.04 
1095461 722.69 296.98 
1095901 722.69 295.15 
1095899 722.69 296.37 
1092748 722.69 291.48 
1095458 722.69 298.82 
1095907 722.78 295.35 
1095459 722.78 298.41 
1096415 722.78 301.67 
1092749 722.78 292.50 
1096416 722.78 302.49 
1095454 722.88 295.96 
1095900 722.88 294.94 
1096437 722.97 301.26 
1092767 722.97 290.05 
1092766 722.97 290.05 
1092770 722.97 288.83 
1092765 722.97 291.07 
1092769 722.97 289.85 
1096438 722.97 301.26 
1095903 722.97 294.13 
1096436 722.97 301.26 
1096435 723.06 301.26 
1095915 723.15 293.72 
1092771 723.15 289.24 
1092750 723.24 292.30 
1095463 723.24 296.98 
1095462 723.34 297.19 
1095455 723.34 295.96 
1096433 723.34 300.04 
1096418 723.34 301.67 
1092751 723.34 291.68 
1096434 723.43 300.65 
1092790 723.43 290.05 
1092791 723.43 290.05 
1095904 723.43 294.13 
1095460 723.43 298.61 
1092768 723.52 291.07 
1095905 723.52 293.93 
1095906 723.52 293.93 
1096448 723.61 299.84 
1096444 723.70 299.84 
1095464 723.70 297.80 
1095467 723.70 297.39 
1096446 723.70 299.84 
1096445 723.70 299.84 
1096447 723.70 299.84 
1096440 723.80 301.47 
1096442 723.98 300.86 
1095465 723.98 298.00 
1095468 724.07 296.78 
1096443 724.16 300.04 
1096441 724.26 301.47 
1096449 724.35 299.63 
1095469 724.35 297.19 
1096424 724.44 302.49 
1095466 724.53 297.80 
1096450 724.62 301.26 
1096451 724.62 299.23 
1096452 724.81 300.86 
1096453 724.81 300.86 
1095470 724.81 297.59 
1095471 724.81 297.39 
1095472 724.90 296.78 
1096458 725.17 299.84 
1091319 725.17 288.83 
1096462 725.17 299.02 
1096454 725.27 301.26 
1096455 725.54 301.47 
1096456 725.54 301.26 
1096459 725.63 299.02 
1095473 725.63 297.19 
1096460 725.63 299.02 
1096457 725.82 300.24 
1091426 725.91 288.83 
1096463 726.00 298.41 
1096464 726.19 298.41 
1095475 726.19 296.58 
1095474 726.19 297.59 
1096469 726.28 298.21 
1096467 726.28 298.21 
1096466 726.28 298.21 
1096468 726.37 298.21 
1096465 726.37 298.82 
1096470 726.74 298.82 
1095813 726.74 299.84 
1096461 726.74 299.84 
1095476 726.92 296.98 
1095816 726.92 301.06 
1095806 726.92 301.67 
