
Traditional Range Search 
1049363 660.13 812.26 
1005191 627.50 812.44 
1031777 660.03 812.47 
1098565 635.41 812.59 
1066503 658.60 812.77 
1042813 629.67 812.90 
1016417 649.78 812.93 
1095384 649.17 812.93 
1043603 650.21 813.11 
1055512 635.93 813.14 
1031744 661.29 813.32 
1085394 638.89 813.63 
1048098 647.95 813.66 
1029307 644.96 813.96 
1008007 661.29 815.28 
1082820 638.24 815.95 
1078429 656.28 816.28 
1028327 631.23 816.50 
1099319 662.26 816.89 
1016362 662.17 817.11 
1089277 637.05 817.47 
1003777 628.91 818.08 
1070492 627.84 818.24 
1059328 625.82 818.63 
1029043 649.60 818.63 
1065148 642.33 818.76 
1015749 638.89 818.85 
1098005 636.32 819.34 
1058273 625.24 756.50 
1029968 628.02 756.77 
1073575 626.92 757.32 
1008107 629.88 757.90 
1096402 632.90 758.00 
1086261 635.99 758.79 
1091577 631.99 759.19 
1002399 635.96 759.49 
1034652 627.99 760.10 
1063363 625.09 760.83 
1094093 630.43 761.08 
1021549 640.08 761.17 
1042152 630.49 762.18 
1059189 634.34 762.36 
1034638 635.01 762.97 
1008245 629.30 764.04 
1070613 631.53 764.56 
1054252 638.37 765.38 
1014994 644.74 765.93 
1015925 628.30 766.54 
1046179 646.88 766.94 
1040542 642.18 766.97 
1070410 647.64 767.46 
1033811 626.77 768.62 
1062466 638.82 768.62 
1099205 627.04 769.96 
1036012 644.50 770.17 
1009867 649.75 770.32 
1026713 630.83 770.57 
1047708 640.63 771.79 
1061610 650.70 772.16 
1041935 635.99 772.19 
1003803 641.57 772.46 
1001889 628.05 773.44 
1022700 646.97 773.50 
1010785 647.67 774.87 
1096979 635.31 775.91 
1004502 648.53 777.07 
1039612 640.41 777.13 
1013166 636.02 777.28 
1017899 639.40 777.77 
1001282 636.47 777.80 
1004412 643.62 777.95 
1023008 647.71 778.14 
1039216 630.58 778.63 
1066936 633.97 779.39 
1029769 636.08 779.51 
1076477 653.20 780.21 
1068898 651.67 780.82 
1029805 650.73 781.01 
1054918 626.98 781.04 
1053537 629.21 781.16 
1083521 656.80 781.22 
1075079 636.60 781.46 
1077416 626.59 781.65 
1046381 637.21 781.68 
1038000 639.74 781.74 
1032682 633.58 782.23 
1061723 625.46 782.35 
1062062 642.61 782.71 
1006631 653.14 782.78 
1087965 631.50 783.51 
1042229 639.68 783.87 
1005591 643.71 784.21 
1099426 652.89 784.36 
1058728 658.08 784.52 
1036931 633.42 784.85 
1041613 635.77 784.91 
1094998 651.55 785.00 
1000547 640.63 785.16 
1067664 630.62 785.43 
1007285 648.07 785.95 
1022519 637.76 786.01 
1000253 631.16 786.32 
1048850 650.94 787.05 
1017663 648.83 787.17 
1042795 636.38 787.17 
1050027 640.90 819.58 
1042039 650.30 819.64 
1011037 628.14 819.92 
1049374 660.83 820.04 
1087215 632.75 820.19 
1011144 648.93 820.59 
1098008 635.19 820.68 
1031433 658.63 820.86 
1037213 655.98 820.89 
1021291 659.94 821.01 
1062242 632.26 821.01 
1045414 633.03 821.50 
1021508 640.56 821.81 
1063257 628.17 822.24 
1016913 655.06 822.27 
1043074 635.41 822.36 
1085889 657.81 822.42 
1098782 630.77 822.63 
1041144 654.48 822.63 
1066785 645.94 822.75 
1027968 647.98 822.78 
1012081 633.64 822.81 
1096532 636.72 822.91 
1041459 659.82 823.21 
1067381 658.26 823.36 
1031716 625.61 823.39 
1096993 626.59 823.64 
1049168 626.65 824.13 
1013023 658.11 824.25 
1062563 632.97 824.28 
1077197 653.38 824.62 
1066874 635.77 824.74 
1017672 641.45 824.80 
1065775 656.25 824.95 
1026138 648.71 825.44 
1094544 655.09 825.53 
1065111 642.30 825.62 
1060598 658.87 825.68 
1052404 647.74 827.18 
1038995 654.42 827.30 
1015560 629.79 827.97 
1004533 640.01 828.00 
1024018 650.42 829.28 
1066101 628.42 829.71 
1038701 652.47 830.14 
1000481 646.94 830.69 
1010998 629.97 831.39 
1086196 638.85 831.39 
1011054 636.35 831.45 
1033535 654.72 831.48 
1003801 644.23 831.60 
1039769 657.62 831.60 
1038725 631.20 831.63 
1076796 629.64 831.73 
1024534 630.40 832.52 
1043514 642.06 832.89 
1004661 628.60 833.04 
1005340 655.18 833.25 
1002962 649.08 833.25 
1021098 633.15 833.47 
1001225 642.21 833.47 
1035325 643.49 833.56 
1073411 631.29 833.80 
1089330 629.82 834.01 
1012652 626.56 834.41 
1083074 649.05 834.66 
1039704 637.54 834.69 
1078344 652.86 834.81 
1084561 627.69 835.08 
1012842 626.01 835.78 
1044698 637.63 836.33 
1083168 631.01 836.70 
1095220 645.84 837.01 
1019561 649.20 837.31 
1005573 652.95 838.29 
1040672 639.10 838.38 
1018076 648.19 838.50 
1053740 633.36 838.56 
1039358 639.43 838.81 
1057231 633.58 838.90 
1051043 640.08 838.90 
1082370 630.92 839.11 
1054378 630.07 839.32 
1056238 641.08 839.78 
1052354 632.26 840.15 
1083594 648.59 840.67 
1031331 648.74 840.97 
1065092 645.48 841.25 
1093919 626.01 841.49 
1049879 636.08 841.52 
1022432 647.43 842.32 
1069907 629.18 842.62 
1085317 650.05 842.90 
1019303 632.90 843.90 
1056518 634.37 843.96 
1002515 629.43 844.09 
1077014 637.33 844.21 
1047373 644.50 844.27 
1075523 650.57 844.42 
1040142 648.99 844.48 
1030361 634.28 844.82 
1097058 630.19 844.85 
1075992 642.27 844.91 
1018640 627.96 845.25 
1090265 629.73 845.25 
1054690 625.37 845.28 
1070934 627.56 845.70 
1075343 649.02 847.02 
1022815 625.61 847.14 
1049142 625.73 847.29 
1021436 648.35 847.38 
1030377 631.96 847.60 
1054798 635.35 848.05 
1061068 640.66 848.30 
1029561 638.82 848.45 
1006542 634.52 848.48 
1066358 629.12 849.15 
1097758 634.52 849.37 
1061879 627.17 849.40 
1094005 626.68 849.79 
1087843 631.13 850.01 
1082874 625.52 850.28 
1070004 634.34 850.40 
1055287 626.56 850.86 
1037590 634.28 850.92 
1074906 638.46 850.98 
1076674 626.59 851.01 
1057391 632.51 851.14 
1069548 640.47 851.32 
1025495 641.33 851.35 
1086052 642.49 852.45 
1035641 640.93 852.84 
1073742 627.69 853.94 
1018395 639.86 854.03 
1027854 631.29 854.55 
1061546 629.79 854.80 
1037203 639.43 854.95 
1050727 626.80 854.98 
1086558 630.74 855.44 
1065146 630.52 855.90 
1030148 631.77 855.90 
1016781 628.91 856.02 
1070148 632.29 857.79 
1017320 634.16 858.37 
1045119 634.43 858.49 
1078595 625.24 860.78 
1001322 626.95 862.98 
1008212 625.85 863.10 
1036079 595.67 822.14 
1003352 595.70 820.13 
1021644 596.34 830.38 
1021445 596.47 827.51 
1078172 596.68 852.60 
1023266 597.02 850.98 
1065778 597.05 839.54 
1058944 597.23 842.53 
1054121 597.35 857.91 
1040886 597.60 820.77 
1070559 597.78 823.76 
1054325 597.90 855.29 
1054381 598.02 837.59 
1050524 598.27 860.57 
1036701 598.30 829.38 
1038109 598.30 844.42 
1027526 598.79 837.55 
1062761 599.03 834.69 
1017439 599.06 851.35 
1099842 599.70 823.88 
1025418 600.31 830.93 
1027752 600.46 824.37 
1050765 600.49 855.47 
1010741 600.56 828.31 
1027239 600.80 830.57 
1014412 601.23 823.91 
1078254 601.59 826.90 
1090080 601.62 851.41 
1073553 601.81 851.44 
1007257 601.87 823.33 
1035424 602.02 822.54 
1019688 602.17 839.84 
1003608 602.29 825.99 
1018687 602.42 833.68 
1032956 602.54 833.68 
1091201 602.69 833.62 
1071987 602.87 847.38 
1014782 603.09 861.88 
1068357 603.61 855.74 
1064871 603.82 833.92 
1082064 604.13 834.20 
1036265 604.25 830.90 
1026960 604.34 835.27 
1025578 604.49 866.15 
1046491 604.52 861.85 
1005660 604.74 831.05 
1058932 604.95 831.88 
1048395 605.01 831.88 
1062797 605.04 865.05 
1039031 605.56 847.56 
1092998 606.45 859.92 
1092453 606.48 831.57 
1043380 606.93 829.13 
1091650 607.21 856.08 
1051650 607.30 865.08 
1002890 607.39 835.08 
1055398 607.48 823.64 
1082604 607.54 843.44 
1018066 607.64 856.75 
1042214 607.67 852.48 
1045527 607.85 836.15 
1098562 607.97 838.93 
1055270 608.12 849.98 
1009684 608.37 822.75 
1026347 608.52 847.26 
1052958 608.55 843.57 
1047760 608.67 854.28 
1085812 608.70 848.18 
1071065 609.10 853.64 
1090244 610.17 854.49 
1082450 610.20 856.75 
1033036 610.23 839.57 
1061425 610.50 834.81 
1019808 610.53 842.62 
1025174 611.05 858.92 
1083348 611.24 840.94 
1009243 611.88 835.48 
1078305 612.21 821.56 
1004760 612.40 848.54 
1045348 612.58 858.37 
1000875 613.25 855.62 
1066824 613.31 831.12 
1064010 613.74 864.99 
1063357 614.32 836.55 
1085617 614.81 835.21 
1012931 614.84 852.84 
1050487 615.08 831.85 
1014716 615.63 840.97 
1086722 615.84 824.07 
1002351 616.18 855.35 
1097105 616.33 845.98 
1089095 616.33 865.36 
1082007 616.88 839.90 
1047904 616.88 820.65 
1040722 616.94 865.11 
1036306 617.22 846.92 
1018554 617.25 863.04 
1011431 617.52 857.09 
1035217 617.80 844.09 
1042671 617.80 838.20 
1080228 618.13 848.08 
1090236 618.19 856.45 
1097001 618.35 861.21 
1009860 618.38 858.64 
1085955 618.41 837.59 
1086619 618.65 826.48 
1044023 618.68 832.49 
1089783 618.74 831.02 
1021579 618.99 819.09 
1037908 619.20 825.47 
1024895 619.20 861.45 
1023554 619.75 835.57 
1089202 619.81 833.62 
1078295 620.09 830.69 
1010244 620.36 848.21 
1093300 620.48 857.54 
1088138 620.54 835.91 
1069537 620.73 858.98 
1064489 620.82 834.44 
1004061 621.06 833.50 
1067199 621.28 819.43 
1065451 621.77 836.98 
1046737 621.77 823.58 
1088403 622.10 830.72 
1024464 622.16 840.45 
1030713 622.25 842.65 
1004058 622.28 829.47 
1041402 622.38 855.29 
1021885 622.38 858.70 
1008301 622.62 829.16 
1044844 622.65 833.37 
1027690 622.83 839.97 
1097204 622.99 864.04 
1079043 623.23 832.12 
1009456 623.32 839.90 
1096819 623.35 856.57 
1065413 623.90 856.54 
1049315 623.90 858.37 
1025358 624.11 820.50 
1063744 624.15 832.24 
1074169 624.18 844.12 
1091527 624.48 862.82 
1025854 624.69 822.72 
1040783 624.79 832.03 
1091890 598.60 785.58 
1031231 572.94 785.64 
1091090 598.97 785.89 
1038971 568.85 785.92 
1005641 601.81 786.07 
1004476 604.58 786.19 
1053166 571.96 786.41 
1026612 612.24 786.47 
1085780 586.82 786.62 
1069123 600.04 786.80 
1038256 599.58 787.26 
1073477 612.34 787.54 
1043409 597.53 787.66 
1015140 601.81 787.69 
1042144 578.83 787.69 
1099667 577.51 787.75 
1001303 593.60 787.87 
1081347 581.42 787.90 
1059711 592.29 787.90 
1022245 567.11 787.96 
1083089 606.11 788.06 
1086702 603.45 788.42 
1060019 601.75 788.64 
1022704 599.52 788.73 
1007883 609.04 789.00 
1032372 583.59 789.03 
1058120 607.54 789.31 
1001005 599.03 789.49 
1048449 571.17 789.76 
1060608 579.16 789.89 
1079996 611.05 789.95 
1060357 569.27 789.95 
1001832 592.99 790.28 
1090011 600.52 790.34 
1095195 602.11 790.53 
1080351 573.55 790.56 
1060387 620.00 790.83 
1012829 621.40 791.05 
1075658 573.43 791.05 
1002076 566.04 791.41 
1035269 620.70 791.50 
1029991 602.20 791.90 
1089592 604.74 791.99 
1055955 612.98 792.05 
1085884 585.54 792.08 
1048152 600.40 792.11 
1023694 576.08 792.14 
1003923 576.66 792.76 
1007835 594.39 792.85 
1035044 587.98 792.94 
1044091 568.12 793.03 
1098675 596.86 793.24 
1065933 582.06 793.40 
1098823 586.09 793.49 
1051103 612.06 793.61 
1065860 574.98 793.70 
1039193 575.26 793.91 
1005967 605.56 794.01 
1029953 600.65 794.10 
1070061 612.55 794.25 
1022002 605.38 794.34 
1088851 599.15 794.59 
1035594 591.00 794.77 
1049520 577.21 794.83 
1024900 624.08 794.86 
1096386 590.97 795.04 
1010276 569.73 795.29 
1053164 612.27 795.32 
1033526 570.95 795.53 
1046000 567.41 795.90 
1021544 592.74 796.14 
1069128 566.35 796.51 
1096958 585.21 796.69 
1090448 611.30 796.75 
1023122 579.93 796.81 
1059716 597.96 797.00 
1085854 570.34 797.24 
1089901 565.12 797.30 
1014730 571.47 797.33 
1094272 593.54 797.36 
1087652 598.82 797.94 
1040241 611.72 798.19 
1077177 584.72 798.40 
1051237 592.65 798.55 
1039111 620.73 798.65 
1077837 600.34 798.80 
1025963 619.23 799.13 
1049755 616.00 799.29 
1014641 608.37 799.47 
1010471 567.99 799.68 
1039427 565.40 799.84 
1083682 604.46 800.35 
1096864 576.84 800.45 
1038001 624.27 800.48 
1065589 593.72 800.51 
1088434 611.69 800.60 
1037222 574.86 800.69 
1097955 564.82 800.78 
1049667 609.95 800.99 
1026332 600.92 801.15 
1027282 605.68 801.15 
1084675 624.91 801.18 
1031458 595.37 801.21 
1094379 590.70 801.48 
1070931 622.34 801.67 
1077198 565.77 801.79 
1064370 623.17 801.85 
1027476 616.61 802.25 
1003822 571.59 802.52 
1082248 588.20 802.52 
1055868 615.91 802.70 
1063857 614.72 803.01 
1078409 594.09 803.44 
1045940 612.34 803.62 
1096606 601.50 803.86 
1006727 573.46 804.17 
1087591 613.71 804.41 
1089980 593.08 804.63 
1000919 565.73 804.66 
1030833 615.36 804.69 
1065683 580.60 804.69 
1034643 624.08 804.78 
1073980 588.84 805.05 
1029758 613.34 805.39 
1076558 577.67 805.54 
1002251 622.53 805.73 
1065981 624.42 805.79 
1011829 592.90 806.37 
1073007 623.72 806.40 
1068160 604.34 806.55 
1094814 622.74 806.73 
1021868 620.45 806.82 
1009393 594.30 807.43 
1043635 590.24 807.46 
1006500 587.37 807.59 
1092030 590.52 807.74 
1097206 591.19 807.83 
1019628 585.02 807.92 
1022719 577.73 808.01 
1000774 604.28 808.26 
1019613 592.41 808.26 
1021810 621.98 808.32 
1056358 599.37 808.38 
1003013 586.33 809.14 
1031838 569.31 809.36 
1076990 620.12 809.57 
1083332 610.50 809.75 
1086034 617.86 809.91 
1042239 565.73 809.94 
1082598 609.44 810.03 
1084795 575.35 810.15 
1043544 607.12 810.49 
1057973 622.07 810.70 
1039973 569.37 810.73 
1056057 600.52 810.91 
1061853 574.92 811.22 
1033901 579.44 811.28 
1004740 598.63 811.43 
1048507 610.08 811.95 
1038011 565.03 812.04 
1057124 567.84 812.44 
1047028 600.74 812.62 
1016199 581.36 812.96 
1020286 582.40 812.99 
1094006 569.00 813.72 
1093024 595.25 813.78 
1092302 593.26 813.87 
1012252 577.15 814.18 
1038022 565.00 814.21 
1033354 572.57 814.27 
1044044 598.02 814.48 
1036254 601.38 814.51 
1053857 595.61 814.91 
1002463 615.54 814.94 
1035110 574.10 815.12 
1055667 617.49 815.37 
1067361 593.51 815.55 
1021446 615.08 815.55 
1087566 573.12 815.98 
1073449 599.85 816.07 
1040194 620.39 816.31 
1097658 566.16 816.31 
1075455 565.67 816.41 
1008897 604.89 816.86 
1022018 608.46 817.20 
1025989 611.42 817.23 
1003029 582.03 817.35 
1058946 622.59 817.35 
1031785 580.44 817.99 
1051361 616.76 818.42 
1087327 603.49 818.73 
1068078 592.44 818.79 
1002982 619.63 818.79 
1081224 590.24 818.85 
1057279 572.08 818.91 
1063872 572.94 818.94 
1028894 603.55 753.66 
1070383 603.27 753.97 
1074286 617.77 754.12 
1089863 583.34 754.18 
1069247 581.15 754.27 
1020649 594.85 754.39 
1081355 591.74 754.76 
1099192 593.81 754.79 
1014805 583.13 755.04 
1091793 596.31 755.46 
1027635 584.20 755.62 
1010603 587.16 755.71 
1019168 594.60 756.07 
1078869 590.45 756.07 
1025823 585.91 756.26 
1048426 599.33 756.38 
1031396 593.51 756.77 
1067189 606.51 756.77 
1085015 581.02 756.96 
1001957 584.93 757.17 
1044729 579.99 757.20 
1055700 622.53 757.29 
1036930 587.31 757.63 
1045658 576.97 758.06 
1062665 624.33 758.21 
1092255 610.23 758.27 
1052089 603.03 758.61 
1083190 623.66 759.03 
1010979 609.68 759.09 
1001825 591.49 759.09 
1034409 573.03 759.67 
1012835 569.64 759.80 
1072726 576.60 760.07 
1096165 593.05 760.10 
1051733 608.95 760.62 
1083738 568.12 760.77 
1046414 593.84 760.96 
1037311 611.02 761.11 
1018672 602.97 761.32 
1064950 579.47 761.41 
1031444 581.57 761.75 
1093856 573.94 761.75 
1073054 574.07 762.08 
1049065 576.48 762.39 
1004923 565.83 762.48 
1041826 611.18 762.70 
1033269 577.48 762.70 
1057987 575.62 763.43 
1007119 606.99 763.46 
1094949 593.11 763.64 
1044018 608.22 763.82 
1040806 573.94 763.89 
1029890 574.83 763.95 
1054037 620.03 764.80 
1088245 592.59 764.95 
1038796 614.93 765.53 
1020939 610.60 765.59 
1030447 597.08 765.69 
1002999 589.45 765.84 
1040442 608.67 766.02 
1084774 610.14 766.11 
1027110 620.54 766.30 
1082568 603.12 766.33 
1056982 621.15 766.66 
1052999 609.13 766.66 
1020668 589.69 766.78 
1087501 570.77 766.85 
1099541 578.67 767.18 
1077291 578.40 767.43 
1034789 568.82 767.46 
1022614 600.28 767.76 
1084499 611.91 767.79 
1069105 617.03 767.85 
1064324 589.51 768.16 
1069032 577.79 768.16 
1074412 609.04 768.59 
1030814 595.55 768.74 
1020698 589.81 768.89 
1067505 590.42 768.98 
1000220 578.61 769.01 
1053457 615.72 769.01 
1000050 579.28 769.10 
1010494 582.95 769.29 
1066893 575.74 769.35 
1083344 621.58 769.35 
1063276 613.37 769.41 
1027353 573.49 769.44 
1007063 600.25 769.47 
1064807 599.82 769.71 
1013911 582.18 769.71 
1076403 613.22 769.78 
1076045 574.22 769.99 
1026472 607.12 769.99 
1070661 592.56 770.02 
1097672 616.46 770.05 
1001463 623.90 770.36 
1047293 571.72 770.36 
1035233 605.50 770.36 
1063649 574.16 770.42 
1010339 571.81 770.45 
1089992 589.11 770.54 
1082017 601.10 770.57 
1010193 602.72 770.72 
1036168 602.39 770.72 
1009339 569.58 771.06 
1068292 566.04 771.15 
1036621 621.06 771.55 
1024504 595.21 771.73 
1021581 606.11 771.79 
1059135 568.18 771.85 
1073491 580.81 772.46 
1015312 587.98 772.55 
1015047 574.83 772.80 
1005592 608.03 773.07 
1012712 571.23 773.19 
1012021 604.89 773.50 
1077546 587.34 773.77 
1002687 584.56 774.32 
1076246 581.54 774.51 
1087479 608.18 774.57 
1002161 595.46 774.60 
1078205 600.59 774.69 
1025135 611.15 775.05 
1032839 617.43 775.24 
1082424 620.94 775.63 
1028911 619.29 775.67 
1029287 598.88 775.79 
1073375 591.13 776.09 
1026094 585.51 776.12 
1098615 617.68 776.21 
1098306 598.21 776.21 
1081312 624.36 776.31 
1078323 603.64 776.92 
1076053 568.24 777.04 
1004384 584.81 777.62 
1039315 617.34 778.66 
1044000 566.80 779.14 
1062998 597.08 779.27 
1068338 569.76 779.36 
1064088 600.13 779.36 
1005520 603.91 779.42 
1067435 618.13 779.48 
1017003 570.80 779.57 
1013686 580.05 779.63 
1047221 615.81 780.18 
1057983 579.19 780.61 
1002250 566.99 780.82 
1046826 611.69 780.82 
1015236 581.54 780.94 
1099809 606.54 781.01 
1070102 613.86 781.13 
1092315 583.50 781.16 
1077151 621.22 781.25 
1067763 594.91 781.34 
1060385 586.03 781.46 
1013830 591.95 781.52 
1023976 569.43 781.56 
1035307 601.99 781.62 
1049778 599.82 781.80 
1050707 617.25 782.01 
1035120 576.05 782.10 
1066619 578.89 782.14 
1042225 584.17 782.17 
1048039 615.05 782.23 
1070058 623.32 782.26 
1061959 619.69 782.53 
1018901 596.07 782.62 
1067593 609.59 782.71 
1076726 603.45 782.71 
1003500 578.49 782.87 
1066854 587.13 782.90 
1011828 611.36 783.33 
1045221 612.03 783.48 
1057543 610.78 783.60 
1057092 583.13 783.87 
1021593 588.26 784.06 
1089006 586.67 784.27 
1056202 598.11 784.30 
1028108 585.66 785.03 
1014290 603.49 785.03 
1054187 593.78 785.19 
1059347 594.21 785.19 
1068822 591.86 785.34 
1033029 623.63 785.43 
1062468 603.18 785.49 
1026098 599.18 785.58 
1001397 607.79 748.81 
1097185 608.89 749.02 
1053469 608.92 749.05 
1038284 598.08 749.27 
1075774 592.68 749.60 
1011678 594.33 749.73 
1011606 612.40 750.18 
1060763 614.96 750.37 
1045099 597.26 750.46 
1072386 588.93 750.52 
1010349 618.23 750.55 
1056594 619.69 750.92 
1088607 608.25 750.98 
1046284 596.89 751.13 
1079744 614.81 751.53 
1094641 612.34 752.62 
1070729 616.33 752.78 
1038402 593.48 752.81 
1061684 614.38 753.02 
1080296 583.80 753.08 
1074347 597.84 753.17 
1097264 588.29 753.42 
1001717 563.90 823.15 
1047372 565.09 848.02 
1015176 565.34 842.32 
1076564 565.52 833.92 
1097455 565.67 843.75 
1080501 565.83 844.70 
1049014 565.86 851.99 
1014160 566.10 824.46 
1007827 566.77 822.27 
1053836 567.20 826.90 
1010867 567.26 845.15 
1018799 567.41 831.82 
1038802 568.30 836.36 
1081900 568.33 837.89 
1078069 569.09 826.69 
1013464 569.12 849.88 
1030420 569.49 851.72 
1063574 569.85 835.57 
1014678 569.89 825.96 
1003066 570.07 850.19 
1074181 570.07 824.22 
1058391 570.10 826.81 
1054942 570.19 838.01 
1048107 570.28 826.42 
1003560 570.34 851.62 
1078515 570.47 833.65 
1060165 570.89 821.11 
1015607 571.01 846.80 
1074105 571.14 820.59 
1021344 571.26 833.07 
1072761 571.62 826.66 
1057449 571.81 839.97 
1016849 571.84 830.60 
1085396 571.90 851.50 
1051947 572.45 854.86 
1060856 572.48 855.01 
1026139 572.51 844.76 
1016838 572.72 832.79 
1090045 572.75 819.70 
1064469 573.06 840.39 
1065930 573.09 825.74 
1031015 573.39 847.99 
1049941 573.85 836.82 
1015299 574.10 840.61 
1057473 574.58 853.55 
1015165 575.32 840.18 
1068644 576.66 837.95 
1039293 576.87 839.97 
1056426 577.51 858.28 
1032416 577.67 848.33 
1082999 577.73 826.51 
1088846 577.79 848.18 
1002531 578.74 828.16 
1033682 578.74 839.26 
1027251 578.77 826.32 
1010237 578.86 839.57 
1060690 579.32 844.70 
1075372 579.41 857.94 
1002475 579.77 840.42 
1056415 579.83 846.59 
1028705 579.86 846.92 
1091383 580.26 828.80 
1007248 580.32 824.01 
1017627 580.57 843.69 
1039332 580.90 847.14 
1043402 581.12 827.00 
1089837 581.85 859.38 
1084914 581.88 851.07 
1098380 582.28 851.53 
1086817 582.37 820.59 
1055434 582.49 820.71 
1032608 583.16 862.73 
1077723 583.37 830.11 
1050542 583.50 857.27 
1093980 584.08 838.62 
1092578 584.08 841.19 
1073702 584.72 859.65 
1092161 584.78 826.75 
1011690 584.90 849.67 
1049295 585.14 859.50 
1015121 585.75 837.04 
1064037 585.78 839.14 
1060607 585.85 851.07 
1068955 586.06 844.94 
1009435 586.06 819.43 
1030955 586.21 856.08 
1009285 586.24 832.98 
1066138 586.27 843.35 
1022931 586.33 856.11 
1093830 586.43 830.47 
1020763 586.49 860.20 
1017395 586.79 863.10 
1004569 587.13 820.04 
1045141 587.49 858.76 
1050338 587.52 831.54 
1045037 587.59 850.16 
1009535 587.65 847.72 
1062036 587.74 826.14 
1062948 587.80 861.11 
1043242 587.89 844.85 
1081272 587.92 853.09 
1061092 587.95 840.85 
1082588 588.01 822.72 
1043008 588.01 848.60 
1006451 588.17 829.01 
1042784 588.87 829.47 
1058180 589.08 841.77 
1066148 589.17 829.74 
1048298 589.32 857.60 
1007546 589.57 847.63 
1063238 590.09 840.09 
1081281 590.39 840.55 
1098664 590.55 861.18 
1081455 590.73 858.76 
1035103 590.88 837.98 
1004692 591.03 824.07 
1065469 591.28 865.66 
1056270 591.37 823.70 
1073591 591.80 835.88 
1025562 592.04 839.14 
1005416 592.29 838.81 
1097310 592.32 820.80 
1056004 592.47 836.33 
1013817 592.96 828.49 
1072160 593.20 863.56 
1067645 594.02 838.07 
1095582 594.51 862.85 
1099527 594.60 840.94 
1059989 594.85 827.36 
1093078 595.12 861.66 
1094161 595.28 841.83 
1012759 595.61 841.61 
1037733 551.97 787.57 
1058115 559.63 788.15 
1098007 554.44 788.57 
1074515 554.41 790.10 
1068575 554.17 790.59 
1063535 550.45 790.65 
1015040 547.30 791.20 
1035750 555.45 792.57 
1015216 547.42 792.82 
1023706 563.39 793.00 
1097970 550.78 794.68 
1053947 549.71 795.14 
1099317 548.52 795.38 
1017100 560.67 796.81 
1058929 554.11 797.49 
1021560 561.04 798.16 
1089852 553.10 798.43 
1042385 557.10 798.61 
1089236 563.84 799.22 
1012814 547.12 799.32 
1020038 546.66 799.80 
1077596 549.99 800.23 
1073216 560.24 800.57 
1083614 560.18 801.64 
1009615 563.11 801.82 
1067775 552.34 802.22 
1094047 562.01 803.13 
1009231 558.38 803.92 
1034342 550.20 805.97 
1026349 548.10 806.30 
1033663 554.99 806.61 
1004474 547.42 807.16 
1024030 562.62 807.28 
1034951 554.66 807.34 
1075644 551.06 807.65 
1085178 556.43 807.77 
1018819 563.87 808.23 
1070331 550.45 808.53 
1099711 559.66 808.69 
1017224 561.22 809.69 
1022184 552.19 810.03 
1007160 555.57 810.09 
1037801 551.76 810.12 
1095292 559.36 810.76 
1056990 553.83 810.85 
1071416 553.96 811.77 
1069487 564.03 812.16 
1034767 547.06 813.35 
1081960 561.80 813.78 
1095320 547.36 815.00 
1032034 555.54 815.31 
1093813 564.18 815.40 
1093325 561.10 816.01 
1085830 564.09 816.10 
1050917 545.90 816.44 
1088078 545.78 816.47 
1039138 551.85 818.02 
1043253 550.38 818.36 
1083376 547.03 818.54 
1022447 557.98 818.66 
1033340 546.11 818.73 
1086151 563.78 766.36 
1019997 564.15 766.51 
1019376 562.53 769.56 
1029526 560.03 772.03 
1077454 561.37 774.20 
1021730 563.14 775.36 
1099955 555.51 777.86 
1009233 560.27 778.96 
1030573 556.55 779.11 
1029215 558.62 780.76 
1033329 556.61 781.16 
1080510 554.32 782.32 
1001850 554.75 783.08 
1004060 564.03 783.26 
1090666 553.56 783.66 
1070832 561.65 784.21 
1005129 552.67 784.48 
1014744 550.11 785.10 
1076115 550.02 785.28 
1041235 555.39 786.74 
1007347 553.04 786.87 
1098236 554.87 786.93 
1090511 562.38 849.91 
1091182 563.84 850.01 
1076012 547.30 819.09 
1012257 552.83 819.61 
1085309 554.81 820.16 
1041798 546.08 820.31 
1022267 557.25 820.43 
1014694 555.51 821.66 
1053542 551.67 821.87 
1086715 551.21 821.90 
1072253 550.99 823.09 
1055837 551.36 823.39 
1083952 558.01 823.73 
1091328 551.42 824.22 
1020831 557.53 824.89 
1070093 561.46 825.01 
1038052 558.56 825.01 
1036739 553.44 825.38 
1027355 547.67 826.63 
1002891 558.41 826.75 
1060267 558.11 827.70 
1051410 548.31 827.82 
1053593 561.65 828.03 
1084122 563.05 828.13 
1091655 561.83 828.25 
1032151 562.50 828.52 
1001969 549.35 829.71 
1002662 561.13 830.41 
1070906 555.85 830.54 
1075017 562.77 832.58 
1038276 557.10 833.28 
1078517 558.78 833.62 
1028083 559.63 833.68 
1073503 557.59 833.89 
1013285 555.42 833.98 
1039372 559.91 834.01 
1066752 561.13 834.26 
1082516 559.78 835.82 
1009257 556.43 837.28 
1049302 556.79 839.17 
1071462 562.96 840.24 
1030390 559.42 841.34 
1084656 555.76 842.35 
1081165 556.64 843.20 
1069076 562.81 844.18 
1059564 562.01 844.79 
1061531 562.68 845.40 
1079769 559.66 846.22 
1002606 559.08 846.25 
1069071 562.59 846.37 
1093216 563.08 847.53 
1029195 562.07 848.69 
Complementary Objects:
Statistics
pload:	 16	pwrite:	 0	cload:	 0	cwrite:	 0	acctime:	 0.000000	time: 0.320000

Traditional Range Search 
Point: (363.57,712.84)
Range: 40.82
Result Objects:
